review_id,text,rating,date,category,baseline_category,genai_category,notes,confidence,rationale
6a92d18d-cfef-4ac3-aaeb-bb7731c78d5c,bhut accha app h for quality shopping must try,5,2026-09-09 01:36:27,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
e962d63f-11b9-4a00-94ed-d1a8beb3d23e,"Quality First, Customer Always.",5,2026-09-09 01:25:53,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
07f9d0d2-29c7-4a13-a24a-0e55c971dde6,Good Quality and Less Price.,5,2026-09-09 01:02:31,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
d3f41131-614d-4f58-a1b4-2db27d7138f2,They are doing forgery with their customers. I ordered one kurti from Myntra today. It was size xl so wanted to exchange it with size L. The L size was not available so I wanted to return it but one message comes that I will receive 686 rs via upi and the rest of the amount will in Myntra credit and cash. Why would I take the myntra credit and Myntra cash instead of UPI. It is a complete forgery. They do not have any moral values to their customers.,1,2026-09-09 00:49:53,Refund Processing & Settlement Disputes,Size & Fit Discrepancy,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
1dbe29b0-5767-4440-890d-430b17f40330,"Everything is very good, quality service and all but this platform fee is not available on other shopping sites.",5,2026-09-09 00:42:07,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
819a1fa1-7d7a-4fc6-ad41-16c4559defee,"worst experience, size exchange request. received whatsApp request from ekart to confirm availability, confirmed exchange next day. delivery guy came same day for exchange. told him to come next day. next day waiting exchange, automatic update exchange failed. call customer support immediately they assured we will have the exchange dine by end of the day. now the whole exchange is cancelled saying I declined exchange which is incorrect. now customer support does not want to help",1,2026-09-09 00:11:06,Return & Exchange Logistics & QC Friction,Size & Fit Discrepancy,Return & Exchange Logistics & QC Friction,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4).",0.92,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4)."
d8e49d93-57fd-4282-9c1d-e893d6533676,"Very disappointing experience with Myntra. I ordered a kurti but received a completely different product. I immediately raised a return request, but the vendor rejected it claiming the correct product was delivered. Myntra did no proper further verification, despite me having an unboxing video as proof. What more can a customer do? My evidence was ignored, and no satisfactory resolution was provided. It feels like Myntra always trusts its vendors over genuine customers. I have lost trust in Mynt",1,2026-09-09 00:07:39,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
1b097c99-7f3c-4471-8b42-24f74e3b3638,every thing is best quality,5,2026-09-09 00:02:34,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
c0621123-aa89-4e45-8ecf-6261c80a7677,"useless app, customer support us useless and dumb just like the dilivery people, the dilivery person is rude and wants me to pick up my order at HIS address and is also shouting at me instead it's been 3 days since my order is shown dilivered yet I haven't received any of my order yet. tried connecting with customer service but as I mentioned they make you speak to AI automated chat, very useless I need my money back you keep your products. and this app is also not letting me get a refund.",1,2026-09-08 23:47:07,Other / Not Return-Related,Return & Exchange Logistics & QC Friction,Other / Not Return-Related,Forward delivery courier misconduct.,0.95,Forward delivery courier misconduct.
9ac849e8-7971-4f7b-87f4-192dcd9efe24,i like this app very much very good quality shopping,5,2026-09-08 23:30:38,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
28cc9c37-13a2-4cd4-b905-2723bc9244cf,very good app has the best quality cloths and materials.,5,2026-09-08 23:24:48,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
54426525-5344-4d81-9d04-cc5e1c8fe942,"very bad in cancellation and exchange process Still waiting on my cancellation and exchange. Worst process ever. Fix your customer support!......Terrible experience.......... They take your money instantly, but when you need to exchange or cancel, they completely ignore you...... even I also sent them the mail but they don't even respond on it since 3-4 days very very bad experience.....",1,2026-09-08 23:03:59,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,General friction with return/exchange process.,0.85,General friction with return/exchange process.
f7ccaaa9-513f-4571-aa58-de78d7fdedd9,premium quality products,5,2026-09-08 23:03:59,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
b798c646-34b7-4c26-bdf6-2bca9a1cd493,"takes too long in delivery, send cheap or close to expiry products all the time AND one time sent the wrong item worth over 3K rupees, filed a dispute, refused to admit their mistake, no refund. idk why ppl hype this app so much. such a bad experience",2,2026-09-08 22:59:42,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
c6954a31-3bff-4f1e-8682-5c5a16d79060,"various brands, easy return n exchange , fast delivery n exchange & returns overall an excellent online shopping app",5,2026-09-08 22:56:25,Other / Not Return-Related,Return & Exchange Logistics & QC Friction,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
11c5dcef-9f5c-42f9-aae5-86c4abcecf0a,excellent app .... hot good quality product... really satisfied 😊,5,2026-09-08 22:12:10,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
26ec1b33-e219-4016-ab54-08d421f07b57,best app for clothes in comparison of quality from other app,5,2026-09-08 22:03:25,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
59c8b62a-c08d-4226-b9bc-0b21b7c1f504,quality product delivered,5,2026-09-08 21:54:50,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
8195dcda-888c-45e6-8059-5583e3598b81,worthy to buy rather than the offline market.specially for the bigger sizes garments.,5,2026-09-08 21:51:37,Other / Not Return-Related,Size & Fit Discrepancy,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
809c82cb-273c-476a-931a-42288e216045,poor return exchange policy. I recieved wrong product. no action is taken from myntra,1,2026-09-08 21:15:50,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
a5df4802-67b6-475d-9f83-4dcbcb0bdf69,"Bad & rude delivery agents when it comes to return and exchange of products as they don't even wait for 5 minutes for the customer to come downstairs and then they just decide for the reattempt pick up on their own without the customer's approval. They come and go as they please. Let me tell you one thing- the world doesn't revolve around you delivery agents and Myntra so if you keep on doing this type of stuff, then I will just stop being a customer of Myntra! Also, the customer service sucks!",1,2026-09-08 20:47:43,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4).",0.92,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4)."
9f2bc635-5a28-48ef-bb56-0ff1ccb0e317,I have ordered a swear pants which size is 36 that is my original size but they ordered XXL size very bad quality very badd app meesho is good than myntra Okk please give better quality and inhance app features,1,2026-09-08 20:35:49,Incorrect / Wrong Item Delivered,Size & Fit Discrepancy,Incorrect / Wrong Item Delivered,Warehouse dispatched incorrect size tag against order (Precedence 1 / Rule 3).,0.95,Warehouse dispatched incorrect size tag against order (Precedence 1 / Rule 3).
66f4d2a5-9c10-48b3-8fbe-3f77438ec112,I like the saree saree The colour was so amazing I'm happy with the quality and fast service,5,2026-09-08 20:29:27,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
8c0a9903-dd57-4544-aefd-adc5a65c2859,Really nice app with exclusive item of good quality product in average price 😀,5,2026-09-08 20:20:45,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
bdaa87d0-23bf-4161-ac7f-8ef7f4b422f4,"Really happy with my purchase! The product is good, looks nice, and the overall quality is also impressive. It was delivered properly and the packaging was good. The product is worth the price and I’m satisfied with my purchase. Overall, a good experience and I would definitely recommend it. ✨ nice",5,2026-09-08 20:16:48,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
12fd04a8-4a9a-406b-8157-d0c994f50f3b,ordered a staletoe very classy .love tht heel.thnq myntra. ontime delivery & best quality.,5,2026-09-08 20:08:52,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
dfae15f1-df12-487d-a537-d14491203d9c,worst online shopping app..these guys literally send you different product and when you try to return this they blame us that we have sent correct product even after giving them proof.. they spoiled some ones happiness and expectation.. MYNTRA CLOSE DOWN YOUR BUSINESS,1,2026-09-08 19:58:35,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
25f637f1-2b7a-4968-ba4e-8a0abbaba9e3,"I’m really happy with my Myntra experience. The app is easy to use, there are so many options to choose from, and the delivery was quick. The product quality was also good and exactly as shown in the pictures. Overall, a smooth and satisfying shopping experience!",5,2026-09-08 19:32:51,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
68dc66a2-3afb-432a-9b82-a7b7c94fa4c2,"so disappointing with refund system...in my condition, my one product is missing but they did not do anything",1,2026-09-08 19:31:03,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
f494544b-4963-4659-858b-2e6db32456e5,"You promised to provide an update by September 7th, but I haven’t received any update yet. It will be exactly one month tomorrow since I cancelled my order, and I still haven't received my refund. I have already sent the transaction details as well. Please process my refund immediately or share the updated status",1,2026-09-08 18:22:55,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
cb117aa0-d22e-4f12-a15a-9281504d0f9b,I received the WRONG product and raised the issue/return request on the SAME DAY. . My return was cancelled claiming the correct product was delivered.,1,2026-09-08 18:08:37,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
19e802e1-a005-453d-a16c-a0fddcac5f69,"It is very easy to find out best outfit for yourself with high precision tools provided by myntra in its application like size measurement, recommendation by considering your past purchases and what size model is wearing helps me alot to select and buy the product. one suggestion also, sometimes colour of product appearing is application is quite brighter or different from actual colour of product so kindly fix the issue. Thank you Mantra",5,2026-09-08 18:03:07,Other / Not Return-Related,Size & Fit Discrepancy,Other / Not Return-Related,Positive review with passing observation.,0.95,Positive review with passing observation.
e9d5a39f-0f9c-4681-9534-e419138ef78b,best app for shopping get great quality product and resolve the problem very fast,5,2026-09-08 17:46:48,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
670cebec-bc33-4ef2-b48d-fea5af99b9c2,"i had received the wrong product and had already raised a return request. Despite repeated follow-ups, the return pickup was continuously delayed, and I was repeatedly assured by your customer support that the pickup would be completed within a few days. Now, to my surprise, I have found that my return request has been automatically cancelled without my permission or consent. I have neither requested nor authorised the cancellation of this return. It is completely unacceptable that the return",1,2026-09-08 17:43:56,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Return & Exchange Logistics & QC Friction,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
a0adcfe3-b364-4b7d-a569-9f34373ca2b4,Delivery and the quality of the product u r delivering was top-notch,5,2026-09-08 17:41:11,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
761e7457-6887-4aa4-9eac-f36f5f3ce051,their is huge discount and return or exchange in three click only,5,2026-09-08 17:23:47,Other / Not Return-Related,Return & Exchange Logistics & QC Friction,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
30e24cee-fd05-4ffe-a3b4-76ca0df90bf0,"⭐⭐⭐⭐⭐ Myntra is one of my favourite shopping apps! The app is very easy to use and has a huge variety of stylish clothes, footwear and accessories. I really like the quality and the number of options available at different price ranges. The shopping experience is smooth, delivery is reliable, and the overall service is great. I’m very happy with my experience and would definitely recommend Myntra to others. ❤️✨",5,2026-09-08 17:21:23,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
643544b2-c32e-4a89-907d-90d7a289ce73,good quality product and material,5,2026-09-08 17:16:10,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
56cd2c94-857a-426a-aaec-bdf869007b65,quality products,5,2026-09-08 17:14:54,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
b15e7861-5b3e-4a86-9389-35c807182760,Good quality,5,2026-09-08 17:12:35,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
1cb701f4-2519-4663-bec9-31c70b65bc96,facing cancellation problem for more than 10 times for my ordered products. this is done by themselves not by me also if they are cancelling the product then they must tell me the reason for the cancellation but didn't get any information and also I don't get my full refund. this is so disgusting.,1,2026-09-08 17:01:57,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
015175e8-b207-4282-9ea0-1637e553026a,"Very disappointing experience with Myntra. I ordered **Yonex Nivis 350 shuttlecocks**, but received duplicate/counterfeit products instead of genuine items. I raised a return request, but Myntra is now refusing to take them back, stating non return policy of product. If a duplicate product was delivered, the responsibility should be on the seller and Myntra, not the customer. Myntra should investigate the seller. Very poor service and a serious loss of trust.",1,2026-09-08 16:36:53,"Defective, Damaged & Counterfeit Items",Unclassified,"Defective, Damaged & Counterfeit Items","Product arrived damaged, defective, counterfeit, or with severe quality defect (Precedence 2 / Rule 2).",0.94,"Product arrived damaged, defective, counterfeit, or with severe quality defect (Precedence 2 / Rule 2)."
3ba86a82-d26f-4a95-8a72-9c358c371324,good quality,5,2026-09-08 16:36:20,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
8be7e4cb-badc-4e43-969f-b11b0b5c6206,"Myntra is one of the best shopping apps for fashion and lifestyle products. The product quality is great, the prices are reasonable, and there are always good offers. Delivery is quick, and the return and exchange process is very easy. Overall, I’m really happy with my shopping experience on Myntra. Highly recommended! ⭐⭐⭐⭐⭐",5,2026-09-08 16:25:43,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
42bd0192-d86f-48a3-925e-702e75f7f27a,good service and nice quality of a product 👍🔝,5,2026-09-08 16:15:45,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
9e35401a-801b-4c1a-ac5f-1d0cd4bc9389,"I would like to create the best shopping experience on Myntra by exploring the latest fashion trends, discovering quality products, and sharing honest reviews. My aim is to make fashion shopping more enjoyable, convenient, and inspiring by helping customers find the right products and style them confidently.😍😍",5,2026-09-08 16:08:49,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
1ab0bd86-b4ee-463d-89de-f0bfe0150c17,Deliveres duplicate product and denies for return and refund.,1,2026-09-08 15:49:50,"Defective, Damaged & Counterfeit Items",Refund Processing & Settlement Disputes,"Defective, Damaged & Counterfeit Items","Product arrived damaged, defective, counterfeit, or with severe quality defect (Precedence 2 / Rule 2).",0.94,"Product arrived damaged, defective, counterfeit, or with severe quality defect (Precedence 2 / Rule 2)."
e06784de-34d6-4666-883d-dbba2212e2ba,good quality,5,2026-09-08 15:46:18,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
fe3a3f63-f78d-4665-be28-092073bc6615,good app good quality products 👍👍,5,2026-09-08 15:37:24,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
a9089007-0970-49e4-a163-77abab96ca89,good quality,5,2026-09-08 15:10:42,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
64c42bd1-5ef2-4c18-a055-6ce2285d5201,super quality,5,2026-09-08 15:07:15,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
c9ead9ff-8696-47ab-85ab-c533f7a0ffa9,very high quality products and services,5,2026-09-08 14:58:32,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
48ba1e86-b50d-4bda-85a2-11e5e4585efe,Very bad app...i never purchase again myntra... because after 48 hours i can't get my refund,1,2026-09-08 14:56:30,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
1eb7aacc-21c6-4736-beb2-ea1b9d258c31,very good quality 👍,5,2026-09-08 14:07:44,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
55e1a540-9501-4089-9ff1-b81abf8e43ad,very nice app.. it shows all type of fashion product.. and with best quality,5,2026-09-08 14:04:05,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
8343ba07-8a18-41df-a2fa-130a0b282768,excellence service and good product quality as mentioned in product details,5,2026-09-08 13:59:54,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
adec5b99-7bfb-4056-bda7-a98eb649eb91,"i don't know about any electronic products or any other type of products but I m damn sure that for clothing fashion grooming u can count on mintra ,i mean TOP QUALITY CLOTHES u will get at reasonable rates🔥❤️👏🏻..",5,2026-09-08 13:53:56,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
37e9b8ac-5573-41d5-a4e5-3634c646fbee,quality very good,5,2026-09-08 13:48:32,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
b0f799af-bd48-4ce9-aee4-afcd11492ab3,This is so amazing app . there is a lots of products which you will love and the quality is superb,5,2026-09-08 13:45:49,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
e3895776-4c5e-402e-aea8-06077f4d3cbd,such a useless app I didn't get refund even after complaining Trust me it was the most useless app i have ever use there is many more apps that works really better than this nonsense app I really suggest you all not to waste your time and money on it disaster app ever,1,2026-09-08 13:32:45,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
30f06075-f754-4ed6-90b2-428fa4f5eea4,High quality... Quick delivery.,5,2026-09-08 13:06:35,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
a964313c-1fb0-449c-844e-2c6a44c831fd,"Paid ₹17,535 for a product but received a sealed package with an EMPTY product box. Reported it immediately; the delivery executive returned and took photos of the package and empty box. Myntra repeatedly closed my tickets as “resolved” despite no resolution. Escalation officer finally said, “As per Myntra policy, we can’t accommodate you. That’s our final resolution.” When I asked what I should do next, I got the same scripted response. Terrible grievance handling.",1,2026-09-08 12:50:19,"Defective, Damaged & Counterfeit Items",Unclassified,"Defective, Damaged & Counterfeit Items",Tampered package arriving with empty product box (Precedence 2 / Rule 2).,0.95,Tampered package arriving with empty product box (Precedence 2 / Rule 2).
78250882-c7c0-471f-b9b2-1f2f9cb3f77c,Quality product Surv,5,2026-09-08 12:37:55,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
2daabe87-8737-4c24-95e3-e77702390ffd,disgusting experience they don't exchange they only give excuses everyday this and that my shoes and money wasted,1,2026-09-08 12:18:00,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,General friction with return/exchange process.,0.85,General friction with return/exchange process.
b3041bfe-62ea-496b-822f-69897a57e626,the can't give my refund myntra credit,1,2026-09-08 12:14:07,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
6d495187-cc86-458f-b462-377561dc2f4d,good quality,5,2026-09-08 12:04:28,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
bece7608-615e-4daa-93c9-f3b2a2191821,"app is too good for shopping 🛍 , rate is also too good and quality also I really love this app",5,2026-09-08 11:55:31,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
fa10af9c-de56-4e0f-88a7-dacd22fd63d6,bast quality products,5,2026-09-08 11:50:04,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
22e4669a-c8a9-4d35-85c1-ebed82dbbb1d,"I really love the collection in myntra, the design are stylish, trendy and the quality is really quality is really good for the prize . the clothes look exactly like the picture and fit perfectly, myntra is definitely one of my go- place to for fashion shopping",5,2026-09-08 11:39:43,Other / Not Return-Related,Size & Fit Discrepancy,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
e3744c7e-f648-47d4-b42e-54bab345602c,myntra is no more same this happened second time with me that they just recived the order and they don't deliver it .It will shows in your that order delivery delayed delayed and delayed. it's completely waste of our time and our choices. as I order a product for a function but they just kept on saying order delayed and delayed no proper response and support from team. very bad experience. at the end they will ask you to cancel the order and get refund but what about the time and money we spent.,1,2026-09-08 11:34:26,Other / Not Return-Related,Refund Processing & Settlement Disputes,Other / Not Return-Related,Forward delivery delay complaint.,0.95,Forward delivery delay complaint.
861ffbcb-9928-40a3-a235-596347e198ae,thanks myntra for sending good quality product.... I m very much satisfied,5,2026-09-08 11:33:06,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
b156c9be-fee8-4af4-8993-28ecd17c8c34,one of best shopping app for me ...i frequently keep ordering and quality are nice and price affordable...thank u,5,2026-09-08 10:14:31,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
689446f6-920c-41c6-993c-1da135a529ea,"Very poor and disappointing service. I ordered one product but received the wrong product. When I requested a return, it was declined without any proper reason. Even after all this, my refund was not processed. Customer support is completely useless and unhelpful. Worst experience—total waste of time and money. Customer care executives put the call on hold and disconnect without resolving the issue. Very unprofessional behaviour and extremely poor customer service.",1,2026-09-08 10:07:02,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
4e07889e-7fcc-4cc2-bc23-9f1989bcf26a,nice platform for stylish and unique outfit,4,2026-09-08 09:52:03,Other / Not Return-Related,Size & Fit Discrepancy,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
0e2bdf41-4c19-405c-ae35-4ed663c8dfa7,quality and price excellent,5,2026-09-08 09:50:45,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
